Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-08-29,07:39:00,Voskhod,Cosmos 674,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-08-29,15:00:00,Cosmos-3M (11K65M),Cosmos 675,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-08-30,09:00:00,Voskhod,Zenit-2M n†­51,Retired,,Failure
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-09-11,17:40:00,Cosmos-3M (11K65M),Cosmos 676,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-09-19,14:57:00,Cosmos-3M (11K65M),Cosmos 677 to 684,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-09-20,09:30:00,Voskhod,Cosmos 685,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-09-26,16:34:00,Cosmos-2I (63SM),Cosmos 686,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-10-11,11:29:00,Cosmos-3M (11K65M),Cosmos 687,Retired,,Success
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1974-10-15,07:47:00,Scout B1,Ariel 5,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-10-18,15:00:00,Voskhod,Cosmos 688,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-10-18,22:36:00,Cosmos-3M (11K65M),Cosmos 689,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1974-10-22,17:59:00,Soyuz U,Cosmos 690,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-10-24,12:38:00,Molniya-M /Block L,Molniya-1 n†­44,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-10-25,09:30:00,Soyuz U,Cosmos 691,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-10-28,10:17:00,Vostok-2M,Meteor n†­29,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1974-10-29,19:30:00,Titan IIID,"KH-9, S3 & SSF-B-26",Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-10-31,10:00:00,Cosmos-3M (11K65M),Intercosmos-12,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-11-01,14:20:00,Voskhod,Cosmos 692,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-11-04,10:40:00,Soyuz M,Cosmos 693,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1974-11-05,09:40:00,Long March 2,FSW-0 No.0,Retired,,Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-11-16,11:45:00,Voskhod,Cosmos 694,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-11-20,12:00:00,Cosmos-2I (63SM),Cosmos 695,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-11-21,10:33:00,Molniya-M /Block L,Molniya-3 n†­45,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1974-11-21,23:43:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F8,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-11-27,11:44:00,Voskhod,Cosmos 696,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-12-02,09:40:00,Soyuz U,Soyuz 16,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1974-12-10,07:11:00,Titan IIIE,Helios-1,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1974-12-13,13:30:00,Soyuz U,Cosmos 697,Retired,,Partial Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-12-17,11:45:00,Vostok-2M,Meteor n†­30,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-12-18,14:12:00,Cosmos-3M (11K65M),Cosmos 698,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-12-21,02:19:00,Molniya-M /Block L,Molniya-2 n†­46,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1974-12-24,11:00:00,Tsyklon-2,Cosmos 699,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-12-26,11:59:00,Cosmos-3M (11K65M),Cosmos 700,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-12-27,09:10:00,Voskhod,Cosmos 701,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-01-10,21:43:00,Soyuz,Soyuz 17,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-01-17,09:00:00,Voskhod,Cosmos 702,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-01-21,11:04:00,Cosmos-2I (63SM),Cosmos 703,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-01-23,11:00:00,Voskhod,Cosmos 704,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-01-28,12:05:00,Cosmos-2I (63SM),Cosmos 705,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-01-30,15:02:00,Molniya-M /Block 2BL,Cosmos 706,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-02-05,13:15:00,Cosmos-3M (11K65M),Cosmos 707,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-02-06,04:49:00,Molniya-M /Block L,Molniya-2 n†­47,Retired,,Success
CNES,"ELD, Guiana Space Centre, French Guiana, France",1975-02-06,16:35:00,Diamant BP4,Starlette,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-02-12,03:30:00,Cosmos-3M (11K65M),Cosmos 708,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-02-12,14:30:00,Voskhod,Cosmos 709,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-02-20,23:35:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F6,Retired,,Failure
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1975-02-24,05:25:00,Mu-III C,Taiyo,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-02-26,09:00:00,Voskhod,Cosmos 710,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1975-02-28,14:01:00,Cosmos-3M (11K65M),Cosmos 711 to 718,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1975-03-10,04:41:00,Titan III(34)B Agena-D,Jumpseat 4,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-03-12,08:55:00,Voskhod,Cosmos 719,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-03-21,06:50:00,Soyuz U,Cosmos 720,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-03-26,08:50:00,Voskhod,Cosmos 721,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-03-27,08:00:00,Voskhod,Cosmos 722,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-03-27,14:30:00,Cosmos-3M (11K65M),Intercosmos-13,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-01,12:30:00,Vostok-2M,Meteor n†­31,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975-04-02,11:00:00,Tsyklon-2,Cosmos 723,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-04-05,11:04:00,Soyuz,Soyuz 18a (7K-T n†­39),Retired,,Failure
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975-04-07,11:00:00,Tsyklon-2,Cosmos 724,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-04-08,18:30:00,Cosmos-2I (63SM),Cosmos 725,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-04-11,07:57:00,Cosmos-3M (11K65M),Cosmos 726,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1975-04-13,00:51:00,Atlas-E/F Star-17A,P72-2,Retired,,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-14,17:52:00,Molniya-M /Block ML,Molniya-3 n†­48,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-04-16,08:00:00,Soyuz U,Cosmos 727,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-18,10:00:00,Voskhod,Cosmos 728,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1975-04-18,16:48:00,Titan III(24)B,OPS 4883,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1975-04-19,07:58:00,Cosmos-3M (11K65M),Aryabhata,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-04-22,21:10:00,Cosmos-3M (11K65M),Cosmos 729,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-04-24,08:04:00,Voskhod,Cosmos 730,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-29,10:23:00,Molniya-M /Block ML,Molniya-1 n†­49,Retired,,Success
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1975-05-07,22:45:00,Scout F1,Explorer 53,Retired,,Success
CNES,"ELD, Guiana Space Centre, French Guiana, France",1975-05-17,14:47:00,Diamant BP4,Castor & Pollux,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1975-05-20,14:03:00,Titan III(23)C,DSCS-II 5&6,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-05-21,06:59:00,Voskhod,Cosmos 731,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-05-22,22:04:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F1,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-05-24,14:58:00,Soyuz,Soyuz 18,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-05-25,14:30:00,Soyuz U,Cosmos 1012,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-05-28,00:25:00,Cosmos-3M (11K65M),Cosmos 732 to 739,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-05-28,07:29:00,Voskhod,Cosmos 740,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-05-30,06:45:00,Voskhod,Cosmos 741,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",1975-06-03,09:00:00,Cosmos-3M (11K65M),DS-U3 satellite,Retired,,Failure
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-06-03,13:20:00,Voskhod,Cosmos 742,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-06-05,01:37:00,Molniya-M /Block ML,Molniya-1 n†­50 & SRET-2,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1975-06-08,18:30:00,Titan IIID,KH-9 & SSF-C-5,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-06-12,12:30:00,Soyuz U,Cosmos 743,Retired,,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1975-06-18,09:00:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-6),Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-06-20,06:54:00,Vostok-2M,Cosmos 744,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-06-24,12:05:00,Cosmos-2I (63SM),Cosmos 745,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-06-25,12:59:00,Voskhod,Cosmos 746,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-06-27,13:00:00,Voskhod,Cosmos 747,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-07-03,13:40:00,Voskhod,Cosmos 748,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-07-04,00:56:00,Cosmos-3M (11K65M),Cosmos 749,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-07-08,05:05:00,Molniya-M /Block ML,Molniya-2 n†­51,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-07-11,04:15:00,Vostok-2M,Meteor-2 n†­1,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-07-15,12:20:00,Soyuz U,Soyuz 19 (Apollo-Soyuz),Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1975-07-15,19:50:00,Saturn IB,ASTP (Apollo???Soyuz Test Project),Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-07-17,09:10:00,Cosmos-2I (63SM),Cosmos 750,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-07-23,13:00:00,Voskhod,Cosmos 751,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-07-24,19:00:00,Cosmos-3M (11K65M),Cosmos 752,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1975-07-26,13:30:00,Feng Bao 1,JSSW-3,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-07-31,13:00:00,Voskhod,Cosmos 753,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-08-13,07:21:00,Voskhod,Cosmos 754,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-08-14,13:29:00,Cosmos-3M (11K65M),Cosmos 755,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1975-08-20,21:22:00,Titan IIIE,Viking 1,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-08-22,02:11:00,Vostok-2M,Cosmos 756,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-08-27,14:45:00,Voskhod,Cosmos 757,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-09-02,13:09:00,Molniya-M /Block ML,Molniya-1 n†­52,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-09-05,14:49:00,Soyuz U,Cosmos 758,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-09-09,00:19:00,Molniya-M /Block ML,Molniya-2 n†­53,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",1975-09-09,05:30:00,N-I,Kiku 1,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1975-09-09,18:39:00,Titan IIIE,Viking 2,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-09-12,05:30:00,Soyuz U,Cosmos 759,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-09-16,09:00:00,Voskhod,Cosmos 760,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-09-17,07:10:00,Cosmos-3M (11K65M),Cosmos 761 to 768,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-09-18,00:12:00,Vostok-2M,Meteor n†­32,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-09-23,10:00:00,Voskhod,Cosmos 769,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-09-24,12:00:00,Cosmos-3M (11K65M),Cosmos 770,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-09-25,09:49:00,Soyuz U,Cosmos 771,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1975-09-26,00:17:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F1,Retired,,Success
CNES,"ELD, Guiana Space Centre, French Guiana, France",1975-09-27,14:00:00,Diamant BP4,Aura,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-09-29,04:19:00,Soyuz U,Cosmos 772,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-09-30,18:38:00,Cosmos-3M (11K65M),Cosmos 773,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-10-01,08:30:00,Voskhod,Cosmos 774,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1975-10-09,19:15:00,Titan III(24)B,OPS 5499,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-10-17,14:29:00,Voskhod,Cosmos 776,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975-10-29,11:00:00,Tsyklon-2,Cosmos 777,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-11-04,15:19:00,Voskhod,Cosmos 779,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-11-14,19:13:00,Molniya-M /Block ML,Molniya-3 n†­54,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-11-15,10:12:00,Cosmos-3M (11K65M),Cosmos 778,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1975-11-16,03:29:00,Long March 2,FSW-0 No.1,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-11-17,14:36:00,Soyuz U,Soyuz 20,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-11-21,09:20:00,Voskhod,Cosmos 780,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-11-21,17:11:00,Cosmos-3M (11K65M),Cosmos 781,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-11-25,17:00:00,Soyuz U,Cosmos 782,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-11-28,00:10:00,Cosmos-3M (11K65M),Cosmos 783,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-12-03,10:00:00,Voskhod,Cosmos 784,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1975-12-04,20:38:00,Titan IIID,KH-9 & S3,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-12-11,17:00:00,Cosmos-3M (11K65M),Intercosmos-14,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1975-12-12,12:45:00,Tsyklon-2,Cosmos 785,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1975-12-14,05:15:00,Titan III(23)C,DSP-5,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1975-12-16,09:21:00,Feng Bao 1,JSSW-4,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-12-16,09:50:00,Voskhod,Cosmos 786,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-12-17,11:06:00,Molniya-M /Block ML,Molniya-2 n†­55,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-12-19,14:00:00,Cosmos-3M (11K65M),DS-P1 satellite,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-12-22,,Molniya-M /Block SO-L,Prognoz n†­4,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-12-25,19:00:00,Vostok-2M,Meteor n†­33,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-12-27,10:22:00,Molniya-M /Block ML,Molniya-3 n†­56,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1976-01-06,04:52:00,Cosmos-3M (11K65M),Cosmos 787,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1976-01-07,15:34:00,Voskhod,Cosmos 788,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1976-01-15,05:34:00,Titan IIIE,Helios-2,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1976-01-20,17:07:00,Cosmos-3M (11K65M),Cosmos 789,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1976-01-22,11:38:00,Molniya-M /Block ML,Molniya-1 n†­57,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1976-01-22,22:26:00,Cosmos-3M (11K65M),Cosmos 790,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1976-01-28,10:39:00,Cosmos-3M (11K65M),Cosmos 791 to 798,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1976-01-29,08:30:00,Voskhod,Cosmos 799,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1976-01-29,23:56:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F2,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1976-02-03,08:16:00,Cosmos-3M (11K65M),Cosmos 800,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1976-02-04,05:00:00,Mu-III C,Corsa A,Retired,,Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1976-02-05,14:39:00,Cosmos-2I (63SM),Cosmos 801,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1976-02-11,08:50:00,Voskhod,Cosmos 802,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1976-02-12,13:00:00,Cosmos-3M (11K65M),Cosmos 803,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1976-02-16,08:29:00,Tsyklon-2,Cosmos 804,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1976-02-20,14:01:00,Soyuz U,Cosmos 805,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",1976-02-29,03:30:00,N-I,Ume 1,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1976-03-10,08:00:00,Soyuz U,Cosmos 806,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1976-03-11,19:45:00,Molniya-M /Block ML,Molniya-1 n†­58,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1976-03-12,13:30:00,Cosmos-3M (11K65M),Cosmos 807,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1976-03-13,17:15:00,Tsyklon-2,Cosmos 814,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1976-03-14,01:25:00,Titan III(23)C,"LES-8, LES-9, Solrad-11a, Solrad-11b",Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1976-03-16,17:22:00,Vostok-2M,Cosmos 808,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1976-03-18,09:15:00,Soyuz U,Cosmos 809,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1976-03-19,19:31:00,Molniya-M /Block ML,Molniya-1 n†­59,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1976-03-22,18:14:00,Titan III(24)B,OPS 7600,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1976-03-26,15:00:00,Voskhod,Cosmos 810,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1976-03-31,12:50:00,Soyuz M,Cosmos 811,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1976-04-06,04:14:00,Cosmos-3M (11K65M),Cosmos 812,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1976-04-07,13:05:00,Vostok-2M,Meteor n†­34,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1976-04-09,08:30:00,Voskhod,Cosmos 813,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1976-04-28,09:30:00,Voskhod,Cosmos 815,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1976-04-28,13:30:00,Cosmos-3M (11K65M),Cosmos 816,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1976-04-30,19:12:00,Atlas-E/F MSD,NOSS-1,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1976-05-05,07:50:00,Voskhod,Cosmos 817,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1976-05-08,15:00:00,Cosmos-3M (11K65M),Cosmos 822,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1976-05-12,17:57:00,Molniya-M /Block ML,Molniya-3 n†­60,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1976-05-13,22:28:00,Atlas-SLV3D Centaur-D1AR,Comstar D1,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1976-05-15,13:30:00,Vostok-2M,Meteor n†­35,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1976-05-18,11:00:00,Cosmos-2I (63SM),Cosmos 818,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1976-05-20,09:00:00,Voskhod,Cosmos 819,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1976-05-21,07:00:00,Soyuz U,Cosmos 820,Retired,,Success
